iter	Logloss	Accuracy	Recall
79	0.4818034339	0.8987341772	0.871559633
80	0.4801598093	0.8987341772	0.871559633
81	0.4777955409	0.8987341772	0.871559633
82	0.4772413792	0.8987341772	0.871559633
83	0.4755860952	0.8987341772	0.871559633
84	0.4745727677	0.8987341772	0.871559633
85	0.4733166703	0.8987341772	0.871559633
86	0.4713248573	0.8987341772	0.871559633
87	0.4702611806	0.8987341772	0.871559633
88	0.4691445889	0.8987341772	0.871559633
89	0.4671625386	0.8987341772	0.871559633
90	0.4656380871	0.8987341772	0.871559633
91	0.4640100302	0.8987341772	0.871559633
92	0.4623304669	0.8987341772	0.871559633
93	0.4611106305	0.8987341772	0.871559633
94	0.4593995138	0.8987341772	0.871559633
95	0.4577585244	0.8987341772	0.871559633
96	0.4564099423	0.8987341772	0.871559633
97	0.4549022226	0.8987341772	0.871559633
98	0.4532997116	0.8987341772	0.871559633
99	0.4527819086	0.8987341772	0.871559633
100	0.4510074307	0.8987341772	0.871559633
101	0.4503162801	0.8987341772	0.871559633
102	0.4484097188	0.8987341772	0.871559633
103	0.4466124422	0.8987341772	0.871559633
104	0.4452856751	0.8987341772	0.871559633
105	0.4436893869	0.8987341772	0.871559633
106	0.4419713027	0.8987341772	0.871559633
107	0.4405280447	0.8987341772	0.871559633
108	0.4389927588	0.8987341772	0.871559633
109	0.438114241	0.8987341772	0.871559633
110	0.436938503	0.8987341772	0.871559633
111	0.4359539224	0.8987341772	0.871559633
112	0.4352090879	0.8987341772	0.871559633
113	0.4335549389	0.8987341772	0.871559633
114	0.4322326793	0.8987341772	0.871559633
115	0.4303634778	0.8987341772	0.871559633
116	0.4296979841	0.8987341772	0.871559633
117	0.428720495	0.8987341772	0.871559633
118	0.4276079379	0.8987341772	0.871559633
119	0.4268995751	0.8987341772	0.871559633
120	0.4262701923	0.8987341772	0.871559633
121	0.4248327603	0.8987341772	0.871559633
122	0.4239734582	0.8987341772	0.871559633
123	0.4225558552	0.8987341772	0.871559633
124	0.420997708	0.8987341772	0.871559633
125	0.419493843	0.8987341772	0.871559633
126	0.4185309411	0.8987341772	0.871559633
127	0.4173395589	0.8987341772	0.871559633
128	0.4161503681	0.8987341772	0.871559633
129	0.4148327711	0.8987341772	0.871559633
130	0.4133357493	0.8987341772	0.871559633
131	0.4120957878	0.8987341772	0.871559633
132	0.4109325979	0.8987341772	0.871559633
133	0.4102507917	0.8987341772	0.871559633
134	0.4093264416	0.8987341772	0.871559633
135	0.4080741915	0.8987341772	0.871559633
136	0.4071447382	0.8987341772	0.871559633
137	0.4057740708	0.8987341772	0.871559633
138	0.4045311372	0.8987341772	0.871559633
139	0.4031373967	0.8987341772	0.871559633
140	0.4021311039	0.8987341772	0.871559633
141	0.4009808441	0.8987341772	0.871559633
142	0.4001508565	0.8987341772	0.871559633
143	0.3989213879	0.8987341772	0.871559633
144	0.3977412251	0.8987341772	0.871559633
145	0.3968805239	0.8987341772	0.871559633
146	0.3954390091	0.8987341772	0.871559633
147	0.3941461694	0.8987341772	0.871559633
148	0.3929345305	0.8987341772	0.871559633
149	0.391701404	0.8987341772	0.871559633
150	0.3908703579	0.8987341772	0.871559633
151	0.3896348326	0.8987341772	0.871559633
152	0.3888469719	0.8987341772	0.871559633
153	0.3885046619	0.8987341772	0.871559633
154	0.3871724325	0.8987341772	0.871559633
155	0.3858901875	0.8987341772	0.871559633
156	0.3847932691	0.8987341772	0.871559633
157	0.3845605473	0.8987341772	0.871559633
158	0.3834954127	0.8987341772	0.871559633
159	0.3825145657	0.8987341772	0.871559633
160	0.38124693	0.8987341772	0.871559633
161	0.3800974337	0.8987341772	0.871559633
162	0.3795566658	0.8987341772	0.871559633
163	0.3786736303	0.8987341772	0.871559633
164	0.3775375198	0.8987341772	0.871559633
165	0.3772517484	0.8987341772	0.871559633
166	0.3761501092	0.8987341772	0.871559633
167	0.3746876278	0.8987341772	0.871559633
168	0.373564284	0.8987341772	0.871559633
169	0.3725425954	0.8987341772	0.871559633
170	0.3713632502	0.8987341772	0.871559633
171	0.3702016661	0.8987341772	0.871559633
172	0.3696635467	0.8987341772	0.871559633
173	0.3688447942	0.8987341772	0.871559633
174	0.3676377203	0.8987341772	0.871559633
175	0.3671048767	0.8987341772	0.871559633
176	0.3662708458	0.8987341772	0.871559633
177	0.3653655504	0.8987341772	0.871559633
178	0.3643008318	0.8987341772	0.871559633
179	0.3631693278	0.9029535865	0.871559633
180	0.3625353539	0.9029535865	0.871559633
181	0.3620196932	0.9029535865	0.871559633
182	0.3611615194	0.9029535865	0.871559633
183	0.3602945741	0.9029535865	0.871559633
184	0.3589983734	0.9029535865	0.871559633
185	0.3579039545	0.9071729958	0.871559633
186	0.3572329713	0.9071729958	0.871559633
187	0.3563169433	0.9071729958	0.871559633
188	0.355198251	0.9029535865	0.871559633
189	0.3541865751	0.8987341772	0.871559633
190	0.3536886966	0.8987341772	0.871559633
191	0.3527152818	0.8987341772	0.871559633
192	0.351717563	0.9029535865	0.871559633
193	0.3509631763	0.9071729958	0.871559633
194	0.3501294941	0.9071729958	0.871559633
195	0.3490715674	0.9071729958	0.871559633
196	0.3482723045	0.9113924051	0.880733945
197	0.3473618836	0.9113924051	0.880733945
198	0.3466967368	0.9113924051	0.880733945
199	0.3461080357	0.9156118143	0.880733945
200	0.3454829634	0.9156118143	0.880733945
201	0.3447027677	0.9113924051	0.871559633
202	0.3439976852	0.9156118143	0.880733945
203	0.3430082897	0.9156118143	0.880733945
204	0.3422166305	0.9156118143	0.880733945
205	0.3412792296	0.9156118143	0.880733945
206	0.3411275514	0.9156118143	0.880733945
207	0.3404313343	0.9156118143	0.880733945
208	0.3395679199	0.9156118143	0.880733945
209	0.3384690172	0.9113924051	0.871559633
210	0.3378311091	0.9113924051	0.871559633
211	0.3373812161	0.9156118143	0.880733945
212	0.3367601395	0.9156118143	0.880733945
213	0.3358501462	0.9113924051	0.871559633
214	0.334904539	0.9156118143	0.880733945
215	0.334210169	0.9113924051	0.871559633
216	0.3332880483	0.9113924051	0.871559633
217	0.3324885741	0.9113924051	0.871559633
218	0.3319253497	0.9113924051	0.871559633
219	0.3310999949	0.9113924051	0.871559633
220	0.3305018461	0.9113924051	0.871559633
221	0.3296184885	0.9113924051	0.871559633
222	0.3291376792	0.9113924051	0.871559633
223	0.328333352	0.9113924051	0.871559633
224	0.3276777189	0.9113924051	0.871559633
225	0.3270393139	0.9113924051	0.871559633
226	0.3262599785	0.9113924051	0.871559633
227	0.3255018499	0.9113924051	0.871559633
228	0.3251652077	0.9113924051	0.871559633
229	0.3242446497	0.9113924051	0.871559633
230	0.3239443414	0.9113924051	0.871559633
231	0.3234400744	0.9113924051	0.871559633
232	0.3231014877	0.9113924051	0.871559633
233	0.3228368488	0.9113924051	0.871559633
234	0.3219618663	0.9113924051	0.871559633
235	0.3214293185	0.9156118143	0.871559633
236	0.3206297364	0.9156118143	0.871559633
237	0.3205136651	0.9156118143	0.871559633
238	0.3198316508	0.9156118143	0.871559633
239	0.3192220066	0.9156118143	0.871559633
240	0.3184291253	0.9156118143	0.871559633
241	0.3178563155	0.9156118143	0.871559633
242	0.3172205117	0.9156118143	0.871559633
243	0.316442391	0.9156118143	0.871559633
244	0.31574014	0.9156118143	0.871559633
245	0.3151199304	0.9156118143	0.871559633
246	0.3149376285	0.9156118143	0.871559633
247	0.3143552811	0.9156118143	0.871559633
248	0.3136211717	0.9156118143	0.871559633
249	0.3132077863	0.9156118143	0.871559633
250	0.3122595166	0.9156118143	0.871559633
251	0.3115286389	0.9156118143	0.871559633
252	0.3111758351	0.9156118143	0.871559633
253	0.310649715	0.9156118143	0.871559633
254	0.3097714153	0.9156118143	0.871559633
255	0.3094767431	0.9156118143	0.871559633
256	0.3086515207	0.9156118143	0.871559633
257	0.3080463238	0.9156118143	0.871559633
258	0.3075913441	0.9156118143	0.871559633
259	0.3072990843	0.9156118143	0.871559633
260	0.306779046	0.9156118143	0.871559633
261	0.3065507233	0.9156118143	0.871559633
262	0.3061340544	0.9156118143	0.871559633
263	0.3056709603	0.9156118143	0.871559633
264	0.3049264328	0.9156118143	0.871559633
265	0.3039860136	0.9156118143	0.871559633
266	0.3031484965	0.9156118143	0.871559633
267	0.3025432713	0.9156118143	0.871559633
268	0.301975571	0.9156118143	0.871559633
269	0.301534282	0.9156118143	0.871559633
270	0.301034203	0.9156118143	0.871559633
271	0.3003780729	0.9156118143	0.871559633
272	0.2997466617	0.9156118143	0.871559633
273	0.2992546968	0.9156118143	0.871559633
274	0.2987992995	0.9156118143	0.871559633
275	0.2982832637	0.9156118143	0.871559633
276	0.2976251142	0.9156118143	0.871559633
277	0.2971983604	0.9156118143	0.871559633
278	0.2971434399	0.9156118143	0.871559633
279	0.296762593	0.9156118143	0.871559633
280	0.2964014859	0.9156118143	0.871559633
281	0.2958683537	0.9156118143	0.871559633
282	0.2956635902	0.9156118143	0.871559633
283	0.2953109413	0.9156118143	0.871559633
284	0.2951797204	0.9156118143	0.871559633
285	0.2946568385	0.9156118143	0.871559633
286	0.2939666552	0.9156118143	0.871559633
287	0.293438713	0.9156118143	0.871559633
288	0.2929930254	0.9156118143	0.871559633
289	0.2923071817	0.9156118143	0.871559633
290	0.2921109339	0.9156118143	0.871559633
291	0.2917038471	0.9156118143	0.871559633
292	0.2910426752	0.9156118143	0.871559633
293	0.2903517026	0.9198312236	0.871559633
294	0.2899981946	0.9156118143	0.871559633
295	0.2894078268	0.9156118143	0.871559633
296	0.2887378907	0.9198312236	0.871559633
297	0.2886797978	0.9198312236	0.871559633
298	0.2880863381	0.9198312236	0.871559633
299	0.2877955198	0.9198312236	0.871559633
300	0.2871950624	0.9198312236	0.871559633
301	0.2866979969	0.9198312236	0.871559633
302	0.2861980161	0.9240506329	0.880733945
303	0.2855889866	0.9240506329	0.880733945
304	0.2850724978	0.9282700422	0.8899082569
305	0.284513305	0.9324894515	0.8990825688
306	0.2841469203	0.9324894515	0.8990825688
307	0.2839122746	0.9324894515	0.8990825688
308	0.2834065559	0.9324894515	0.8990825688
309	0.2832134149	0.9324894515	0.8990825688
310	0.282442347	0.9324894515	0.8990825688
311	0.282213622	0.9324894515	0.8990825688
312	0.2817582177	0.9324894515	0.8990825688
313	0.2809329105	0.9324894515	0.8990825688
314	0.2807326363	0.9324894515	0.8990825688
315	0.2804862965	0.9324894515	0.8990825688
316	0.2803542346	0.9324894515	0.8990825688
317	0.2796370189	0.9324894515	0.8990825688
318	0.2790961718	0.9324894515	0.8990825688
319	0.2787016025	0.9324894515	0.8990825688
320	0.2781920101	0.9324894515	0.8990825688
321	0.277823943	0.9324894515	0.8990825688
322	0.2772972758	0.9324894515	0.8990825688
323	0.2766965008	0.9324894515	0.8990825688
324	0.2765879697	0.9324894515	0.8990825688
325	0.2761504635	0.9324894515	0.8990825688
326	0.2755429846	0.9324894515	0.8990825688
327	0.2751834376	0.9324894515	0.8990825688
328	0.2747592051	0.9324894515	0.8990825688
329	0.2741755796	0.9324894515	0.8990825688
330	0.2740172891	0.9324894515	0.8990825688
331	0.2735571783	0.9324894515	0.8990825688
332	0.272980118	0.9324894515	0.8990825688
333	0.2725247842	0.9324894515	0.8990825688
334	0.2721541557	0.9324894515	0.8990825688
335	0.2718538583	0.9324894515	0.8990825688
336	0.2716085374	0.9324894515	0.8990825688
337	0.2712740939	0.9324894515	0.8990825688
338	0.2706452141	0.9324894515	0.8990825688
339	0.2703830996	0.9324894515	0.8990825688
340	0.2700957545	0.9324894515	0.8990825688
341	0.269605593	0.9324894515	0.8990825688
342	0.2692820904	0.9324894515	0.8990825688
343	0.2685042938	0.9324894515	0.8990825688
344	0.2681964389	0.9324894515	0.8990825688
345	0.26768984	0.9367088608	0.9082568807
346	0.2673461232	0.9367088608	0.9082568807
347	0.2668616891	0.9367088608	0.9082568807
348	0.266219878	0.9367088608	0.9082568807
349	0.2658717119	0.9367088608	0.9082568807
350	0.2655738959	0.9367088608	0.9082568807
351	0.2654174619	0.9367088608	0.9082568807
352	0.2651340973	0.9367088608	0.9082568807
353	0.2647906077	0.9367088608	0.9082568807
354	0.2644566306	0.9367088608	0.9082568807
355	0.2643604011	0.9367088608	0.9082568807
356	0.2642651516	0.9367088608	0.9082568807
357	0.2641082741	0.9367088608	0.9082568807
358	0.2638323928	0.9367088608	0.9082568807
359	0.2635545099	0.9367088608	0.9082568807
360	0.2633069841	0.9367088608	0.9082568807
361	0.2626475793	0.9367088608	0.9082568807
362	0.2620319019	0.9367088608	0.9082568807
363	0.2617983074	0.9367088608	0.9082568807
364	0.2613181589	0.9367088608	0.9082568807
365	0.26091726	0.9367088608	0.9082568807
366	0.260644537	0.9367088608	0.9082568807
367	0.260374856	0.9367088608	0.9082568807
368	0.2600656487	0.9367088608	0.9082568807
369	0.2594065733	0.9367088608	0.9082568807
370	0.2590756991	0.9367088608	0.9082568807
371	0.2587275111	0.9367088608	0.9082568807
372	0.2585605086	0.9367088608	0.9082568807
373	0.257939334	0.9367088608	0.9082568807
374	0.2576406711	0.9367088608	0.9082568807
375	0.2573948058	0.9367088608	0.9082568807
376	0.2571555868	0.9367088608	0.9082568807
377	0.25703987	0.9367088608	0.9082568807
378	0.2567157457	0.9367088608	0.9082568807
379	0.2559976587	0.9367088608	0.9082568807
380	0.255702337	0.9367088608	0.9082568807
381	0.2554514123	0.9367088608	0.9082568807
382	0.2551726618	0.9367088608	0.9082568807
383	0.2544981444	0.9367088608	0.9082568807
384	0.2541133405	0.9367088608	0.9082568807
385	0.2536676241	0.9367088608	0.9082568807
386	0.2533376684	0.9367088608	0.9082568807
387	0.2528607309	0.9367088608	0.9082568807
388	0.2524944442	0.9367088608	0.9082568807
389	0.2522262157	0.9367088608	0.9082568807
390	0.2518854273	0.9367088608	0.9082568807
391	0.2514101007	0.9367088608	0.9082568807
392	0.2511945532	0.9367088608	0.9082568807
393	0.2508510757	0.9367088608	0.9082568807
394	0.2506278015	0.9367088608	0.9082568807
395	0.2502268786	0.9367088608	0.9082568807
396	0.2498571499	0.9367088608	0.9082568807
397	0.2494577717	0.9367088608	0.9082568807
398	0.2492388467	0.9367088608	0.9082568807
399	0.2490189995	0.9367088608	0.9082568807
400	0.248573896	0.9367088608	0.9082568807
401	0.2484634009	0.9367088608	0.9082568807
402	0.2482219455	0.9367088608	0.9082568807
403	0.2479177725	0.9367088608	0.9082568807
404	0.2477857334	0.9367088608	0.9082568807
405	0.2473396384	0.9367088608	0.9082568807
406	0.2468436143	0.9367088608	0.9082568807
407	0.2465881182	0.9367088608	0.9082568807
408	0.2460536038	0.9367088608	0.9082568807
409	0.245625327	0.9367088608	0.9082568807
410	0.2452687707	0.9367088608	0.9082568807
411	0.244896627	0.9367088608	0.9082568807
412	0.244563107	0.9367088608	0.9082568807
413	0.2441445567	0.9367088608	0.9082568807
414	0.2439070202	0.9367088608	0.9082568807
415	0.2437309689	0.9367088608	0.9082568807
416	0.2432923623	0.9367088608	0.9082568807
417	0.2429911874	0.9367088608	0.9082568807
418	0.2426980601	0.9367088608	0.9082568807
419	0.2424610041	0.9367088608	0.9082568807
420	0.2423892397	0.9367088608	0.9082568807
421	0.2420509678	0.9367088608	0.9082568807
422	0.2417600915	0.9367088608	0.9082568807
423	0.2414660871	0.9367088608	0.9082568807
424	0.2409242871	0.9367088608	0.9082568807
425	0.2406726931	0.9367088608	0.9082568807
426	0.2404075833	0.9367088608	0.9082568807
427	0.2401248429	0.9367088608	0.9082568807
428	0.2398262078	0.9367088608	0.9082568807
429	0.2394752549	0.9367088608	0.9082568807
430	0.2393814811	0.9367088608	0.9082568807
431	0.2391002955	0.9367088608	0.9082568807
432	0.2389548817	0.9367088608	0.9082568807
433	0.2387106076	0.9367088608	0.9082568807
434	0.2384778911	0.9367088608	0.9082568807
435	0.2380506065	0.9367088608	0.9082568807
436	0.2377400485	0.9367088608	0.9082568807
437	0.2373633171	0.9367088608	0.9082568807
438	0.2369554915	0.9367088608	0.9082568807
439	0.2364969636	0.9367088608	0.9082568807
440	0.2362856054	0.9367088608	0.9082568807
441	0.2360038615	0.94092827	0.9082568807
442	0.2360022111	0.94092827	0.9082568807
443	0.2355878668	0.9367088608	0.9082568807
444	0.2351595879	0.94092827	0.9082568807
445	0.234821679	0.94092827	0.9082568807
446	0.2344592072	0.94092827	0.9082568807
447	0.2342703849	0.94092827	0.9082568807
448	0.2340392368	0.94092827	0.9082568807
449	0.2337146405	0.94092827	0.9082568807
450	0.2334663001	0.94092827	0.9082568807
451	0.2333445544	0.94092827	0.9082568807
452	0.2331652286	0.94092827	0.9082568807
453	0.2330878503	0.94092827	0.9082568807
454	0.2328497099	0.94092827	0.9082568807
455	0.232601578	0.94092827	0.9082568807
456	0.2324225051	0.94092827	0.9082568807
457	0.2322351217	0.94092827	0.9082568807
458	0.2317608163	0.94092827	0.9082568807
459	0.2313281148	0.94092827	0.9082568807
460	0.2310467222	0.94092827	0.9082568807
461	0.2310467192	0.94092827	0.9082568807
462	0.2305776327	0.94092827	0.9082568807
463	0.2302761239	0.94092827	0.9082568807
464	0.2298912916	0.94092827	0.9082568807
465	0.2294089025	0.94092827	0.9082568807
466	0.2288712401	0.94092827	0.9082568807
467	0.2286086765	0.94092827	0.9082568807
468	0.2286065735	0.94092827	0.9082568807
469	0.228242867	0.94092827	0.9082568807
470	0.2279398452	0.94092827	0.9082568807
471	0.2277234921	0.94092827	0.9082568807
472	0.2275074285	0.94092827	0.9082568807
473	0.2273357911	0.94092827	0.9082568807
474	0.2270804776	0.94092827	0.9082568807
475	0.2265845418	0.94092827	0.9082568807
476	0.2263625659	0.94092827	0.9082568807
477	0.2261561038	0.94092827	0.9082568807
478	0.2258689648	0.94092827	0.9082568807
479	0.2256378648	0.94092827	0.9082568807
480	0.2255177398	0.94092827	0.9082568807
481	0.2251794045	0.94092827	0.9082568807
482	0.2249434463	0.94092827	0.9082568807
483	0.2247326485	0.94092827	0.9082568807
484	0.2242555383	0.94092827	0.9082568807
485	0.2239176202	0.94092827	0.9082568807
486	0.2236934603	0.94092827	0.9082568807
487	0.2233626218	0.94092827	0.9082568807
488	0.2231620136	0.94092827	0.9082568807
489	0.2229587627	0.94092827	0.9082568807
490	0.2226873056	0.94092827	0.9082568807
491	0.2226080011	0.94092827	0.9082568807
492	0.2224971186	0.94092827	0.9082568807
493	0.2221156124	0.94092827	0.9082568807
494	0.2220681878	0.94092827	0.9082568807
495	0.2215291053	0.94092827	0.9082568807
496	0.2211625199	0.94092827	0.9082568807
497	0.22101727	0.94092827	0.9082568807
498	0.2205024553	0.94092827	0.9082568807
499	0.2204714433	0.94092827	0.9082568807
500	0.2200586906	0.94092827	0.9082568807
501	0.2197786213	0.94092827	0.9082568807
502	0.2196258659	0.94092827	0.9082568807
503	0.2192455729	0.94092827	0.9082568807
504	0.2192455723	0.94092827	0.9082568807
505	0.2187542283	0.94092827	0.9082568807
506	0.2184233132	0.94092827	0.9082568807
507	0.2181460642	0.94092827	0.9082568807
508	0.2179209629	0.94092827	0.9082568807
509	0.2176945477	0.94092827	0.9082568807
510	0.2174589784	0.94092827	0.9082568807
511	0.2173175552	0.94092827	0.9082568807
512	0.2170295132	0.94092827	0.9082568807
513	0.2169315099	0.94092827	0.9082568807
514	0.2166187811	0.94092827	0.9082568807
515	0.2164789151	0.94092827	0.9082568807
516	0.2164769455	0.94092827	0.9082568807
517	0.2163429112	0.94092827	0.9082568807
518	0.2161748318	0.94092827	0.9082568807
519	0.2158926605	0.94092827	0.9082568807
520	0.2158029831	0.94092827	0.9082568807
521	0.2154230173	0.94092827	0.9082568807
522	0.2152323928	0.94092827	0.9082568807
523	0.2149313328	0.94092827	0.9082568807
524	0.2146803223	0.94092827	0.9082568807
525	0.2143580464	0.94092827	0.9082568807
526	0.214358046	0.94092827	0.9082568807
527	0.2141572767	0.94092827	0.9082568807
528	0.2141471493	0.94092827	0.9082568807
529	0.2136491497	0.94092827	0.9082568807
530	0.2135557905	0.94092827	0.9082568807
531	0.213311371	0.94092827	0.9082568807
532	0.2131810465	0.94092827	0.9082568807
533	0.2128449278	0.94092827	0.9082568807
534	0.2127779856	0.94092827	0.9082568807
535	0.2125813748	0.94092827	0.9082568807
536	0.212434676	0.94092827	0.9082568807
537	0.2121054092	0.94092827	0.9082568807
538	0.2119147136	0.94092827	0.9082568807
539	0.211582583	0.94092827	0.9082568807
540	0.211459343	0.94092827	0.9082568807
541	0.2111208693	0.94092827	0.9082568807
542	0.2109419786	0.94092827	0.9082568807
543	0.2108294202	0.9451476793	0.9082568807
544	0.2105963196	0.94092827	0.9082568807
545	0.2102352747	0.94092827	0.9082568807
546	0.2099483828	0.9451476793	0.9082568807
547	0.2095730526	0.9451476793	0.9082568807
548	0.2094532945	0.9451476793	0.9082568807
549	0.209415731	0.9451476793	0.9082568807
550	0.20929158	0.9451476793	0.9082568807
551	0.2091520492	0.9451476793	0.9082568807
552	0.2087280113	0.9451476793	0.9082568807
553	0.2085500536	0.9451476793	0.9082568807
554	0.2084798538	0.9451476793	0.9082568807
555	0.2083363267	0.9451476793	0.9082568807
556	0.208151873	0.9451476793	0.9082568807
557	0.2078585858	0.9451476793	0.9082568807
558	0.2078102607	0.9451476793	0.9082568807
559	0.2076918081	0.9451476793	0.9082568807
560	0.2075733338	0.9451476793	0.9082568807
561	0.2072593221	0.9451476793	0.9082568807
562	0.2070538677	0.9451476793	0.9082568807
563	0.2070521061	0.9451476793	0.9082568807
564	0.2068965235	0.9451476793	0.9082568807
565	0.2065081555	0.9451476793	0.9082568807
566	0.2062710048	0.9451476793	0.9082568807
567	0.2061026447	0.9451476793	0.9082568807
568	0.2059001239	0.9451476793	0.9082568807
569	0.2056376726	0.9451476793	0.9082568807
570	0.2053593602	0.9451476793	0.9082568807
571	0.2050220177	0.9493670886	0.9174311927
572	0.2049753513	0.9493670886	0.9174311927
573	0.2046877918	0.9493670886	0.9174311927
574	0.2043456041	0.9493670886	0.9174311927
575	0.2040445722	0.9493670886	0.9174311927
576	0.203785121	0.9493670886	0.9174311927
577	0.2037252982	0.9493670886	0.9174311927
578	0.2035065286	0.9535864979	0.9266055046
579	0.2033347861	0.9535864979	0.9266055046
580	0.2031556715	0.9535864979	0.9266055046
581	0.203013803	0.9535864979	0.9266055046
582	0.2029349886	0.9535864979	0.9266055046
583	0.2027063047	0.9535864979	0.9266055046
584	0.2024622963	0.9535864979	0.9266055046
585	0.2023629102	0.9535864979	0.9266055046
586	0.2023229301	0.9535864979	0.9266055046
587	0.2020021894	0.9578059072	0.9357798165
588	0.201666371	0.9578059072	0.9357798165
589	0.2013914846	0.9578059072	0.9357798165
590	0.2010029495	0.9578059072	0.9357798165
591	0.2008097674	0.9578059072	0.9357798165
592	0.2005489213	0.9578059072	0.9357798165
593	0.2005340769	0.9578059072	0.9357798165
594	0.2002042173	0.9578059072	0.9357798165
595	0.2001789249	0.9578059072	0.9357798165
596	0.1998718161	0.9578059072	0.9357798165
597	0.1994134685	0.9578059072	0.9357798165
598	0.1992509224	0.9578059072	0.9357798165
599	0.1991917907	0.9578059072	0.9357798165
600	0.1988317622	0.9578059072	0.9357798165
601	0.1985289944	0.9578059072	0.9357798165
602	0.1984172265	0.9578059072	0.9357798165
603	0.1983128177	0.9578059072	0.9357798165
604	0.1982426956	0.9578059072	0.9357798165
605	0.1982144105	0.9578059072	0.9357798165
606	0.1978092809	0.9578059072	0.9357798165
607	0.197605148	0.9578059072	0.9357798165
608	0.1975755817	0.9578059072	0.9357798165
609	0.1974179427	0.9578059072	0.9357798165
610	0.1973980163	0.9578059072	0.9357798165
611	0.1972844014	0.9578059072	0.9357798165
612	0.1968503301	0.9578059072	0.9357798165
613	0.1965771053	0.9578059072	0.9357798165
614	0.1963750704	0.9578059072	0.9357798165
615	0.1962834208	0.9578059072	0.9357798165
616	0.1961367501	0.9578059072	0.9357798165
617	0.1959235417	0.9578059072	0.9357798165
618	0.1958666562	0.9578059072	0.9357798165
619	0.195751519	0.9578059072	0.9357798165
620	0.1956508534	0.9578059072	0.9357798165
621	0.1954937361	0.9578059072	0.9357798165
622	0.1952029161	0.9578059072	0.9357798165
623	0.1952029134	0.9578059072	0.9357798165
624	0.195123133	0.9578059072	0.9357798165
625	0.1949963348	0.9578059072	0.9357798165
