iter	Logloss	Accuracy	Recall
626	0.1949222961	0.9578059072	0.9357798165
627	0.1945020049	0.9578059072	0.9357798165
628	0.1944628973	0.9578059072	0.9357798165
629	0.1943250734	0.9578059072	0.9357798165
630	0.1942060348	0.9578059072	0.9357798165
631	0.1939696217	0.9578059072	0.9357798165
632	0.1938474718	0.9578059072	0.9357798165
633	0.1937797058	0.9578059072	0.9357798165
634	0.193668308	0.9578059072	0.9357798165
635	0.1935204653	0.9578059072	0.9357798165
636	0.193520464	0.9578059072	0.9357798165
637	0.1932865966	0.9578059072	0.9357798165
638	0.1931797781	0.9578059072	0.9357798165
639	0.1930233827	0.9578059072	0.9357798165
640	0.1929681104	0.9578059072	0.9357798165
641	0.1927373113	0.9578059072	0.9357798165
642	0.192554259	0.9578059072	0.9357798165
643	0.1922247221	0.9578059072	0.9357798165
644	0.1921413509	0.9578059072	0.9357798165
645	0.1919328165	0.9578059072	0.9357798165
646	0.1918374706	0.9578059072	0.9357798165
647	0.1915823906	0.9578059072	0.9357798165
648	0.1914842596	0.9620253165	0.9449541284
649	0.1912160399	0.9620253165	0.9449541284
650	0.1906686458	0.9620253165	0.9449541284
651	0.1906686436	0.9620253165	0.9449541284
652	0.1906031978	0.9620253165	0.9449541284
653	0.1904427087	0.9620253165	0.9449541284
654	0.1902939513	0.9620253165	0.9449541284
655	0.190196732	0.9620253165	0.9449541284
656	0.1901967301	0.9620253165	0.9449541284
657	0.1901923378	0.9620253165	0.9449541284
658	0.1899817749	0.9620253165	0.9449541284
659	0.1897810921	0.9620253165	0.9449541284
660	0.1897810908	0.9620253165	0.9449541284
661	0.1896572896	0.9620253165	0.9449541284
662	0.1894951783	0.9620253165	0.9449541284
663	0.1894494718	0.9620253165	0.9449541284
664	0.1894146068	0.9620253165	0.9449541284
665	0.1893250621	0.9620253165	0.9449541284
666	0.1892514025	0.9620253165	0.9449541284
667	0.1892474021	0.9620253165	0.9449541284
668	0.1890568627	0.9620253165	0.9449541284
669	0.1889525258	0.9620253165	0.9449541284
670	0.1886223692	0.9620253165	0.9449541284
671	0.1883740519	0.9620253165	0.9449541284
672	0.1883491754	0.9620253165	0.9449541284
673	0.1882095113	0.9620253165	0.9449541284
674	0.1880545024	0.9620253165	0.9449541284
675	0.1877957964	0.9620253165	0.9449541284
676	0.1874367785	0.9662447257	0.9449541284
677	0.1873444861	0.9662447257	0.9449541284
678	0.1870452002	0.9662447257	0.9449541284
679	0.1870333074	0.9662447257	0.9449541284
680	0.186873915	0.9662447257	0.9449541284
681	0.1867259069	0.9662447257	0.9449541284
682	0.1864931636	0.9662447257	0.9449541284
683	0.1864409403	0.9662447257	0.9449541284
684	0.1863727731	0.9662447257	0.9449541284
685	0.1861012281	0.9662447257	0.9449541284
686	0.1859494831	0.9620253165	0.9449541284
687	0.1859157211	0.9620253165	0.9449541284
688	0.1857026658	0.9620253165	0.9449541284
689	0.1853864144	0.9662447257	0.9449541284
690	0.1851802478	0.9662447257	0.9449541284
691	0.1849724881	0.9662447257	0.9449541284
692	0.184930288	0.9662447257	0.9449541284
693	0.1848188093	0.9662447257	0.9449541284
694	0.1847515574	0.9662447257	0.9449541284
695	0.1846602927	0.970464135	0.9449541284
696	0.1846119644	0.970464135	0.9449541284
697	0.1845497359	0.970464135	0.9449541284
698	0.1843505077	0.970464135	0.9449541284
699	0.1843030538	0.970464135	0.9449541284
700	0.1842201194	0.970464135	0.9449541284
701	0.1840723013	0.970464135	0.9449541284
702	0.1840158593	0.970464135	0.9449541284
703	0.1839499418	0.970464135	0.9449541284
704	0.1839499411	0.970464135	0.9449541284
705	0.1838724791	0.970464135	0.9449541284
706	0.1838278098	0.970464135	0.9449541284
707	0.1838278091	0.970464135	0.9449541284
708	0.1837653111	0.970464135	0.9449541284
709	0.1834935097	0.970464135	0.9449541284
710	0.1831692288	0.970464135	0.9449541284
711	0.1830604139	0.970464135	0.9449541284
712	0.1829628341	0.970464135	0.9449541284
713	0.1828628024	0.970464135	0.9449541284
714	0.1828593939	0.970464135	0.9449541284
715	0.1827050739	0.970464135	0.9449541284
716	0.1824409073	0.970464135	0.9449541284
717	0.1822882519	0.970464135	0.9449541284
718	0.1822225697	0.970464135	0.9449541284
719	0.1820758487	0.970464135	0.9449541284
720	0.1820615703	0.970464135	0.9449541284
721	0.1818896838	0.970464135	0.9449541284
722	0.1816680265	0.970464135	0.9449541284
723	0.1815893632	0.970464135	0.9449541284
724	0.1814567824	0.970464135	0.9449541284
725	0.181395009	0.970464135	0.9449541284
726	0.1812943106	0.970464135	0.9449541284
727	0.1812943078	0.970464135	0.9449541284
728	0.1812645057	0.970464135	0.9449541284
729	0.1811521882	0.970464135	0.9449541284
730	0.1811075437	0.970464135	0.9449541284
731	0.1808486099	0.970464135	0.9449541284
732	0.1805949224	0.970464135	0.9449541284
733	0.1803838686	0.970464135	0.9449541284
734	0.1802835141	0.970464135	0.9449541284
735	0.1800407782	0.970464135	0.9449541284
736	0.1798499757	0.970464135	0.9449541284
737	0.1798499745	0.970464135	0.9449541284
738	0.17980752	0.970464135	0.9449541284
739	0.179597168	0.970464135	0.9449541284
740	0.1793578101	0.970464135	0.9449541284
741	0.179309817	0.970464135	0.9449541284
742	0.1791402897	0.970464135	0.9449541284
743	0.1791241192	0.970464135	0.9449541284
744	0.1790217524	0.970464135	0.9449541284
745	0.1788731233	0.970464135	0.9449541284
746	0.1785457679	0.970464135	0.9449541284
747	0.1781788533	0.970464135	0.9449541284
748	0.1779341874	0.970464135	0.9449541284
749	0.1778108588	0.970464135	0.9449541284
750	0.1777850964	0.970464135	0.9449541284
751	0.1776990024	0.970464135	0.9449541284
752	0.1775997075	0.970464135	0.9449541284
753	0.1775966713	0.970464135	0.9449541284
754	0.1773345254	0.970464135	0.9449541284
755	0.1770704984	0.970464135	0.9449541284
756	0.1769336674	0.970464135	0.9449541284
757	0.1766445851	0.970464135	0.9449541284
758	0.1763708387	0.970464135	0.9449541284
759	0.1763708364	0.970464135	0.9449541284
760	0.1760742795	0.970464135	0.9449541284
761	0.1759709682	0.970464135	0.9449541284
762	0.1758172508	0.970464135	0.9449541284
763	0.1756043689	0.970464135	0.9449541284
764	0.1755227308	0.970464135	0.9449541284
765	0.1753473998	0.970464135	0.9449541284
766	0.1752170242	0.970464135	0.9449541284
767	0.1749730401	0.970464135	0.9449541284
768	0.1748468788	0.970464135	0.9449541284
769	0.1748468758	0.970464135	0.9449541284
770	0.1747810875	0.970464135	0.9449541284
771	0.1747510803	0.970464135	0.9449541284
772	0.1744053984	0.970464135	0.9449541284
773	0.1743399774	0.970464135	0.9449541284
774	0.1741371416	0.970464135	0.9449541284
775	0.1741090224	0.970464135	0.9449541284
776	0.173932101	0.970464135	0.9449541284
777	0.1737855342	0.970464135	0.9449541284
778	0.1736464932	0.970464135	0.9449541284
779	0.1734304169	0.970464135	0.9449541284
780	0.1732125885	0.970464135	0.9449541284
781	0.1731374862	0.970464135	0.9449541284
782	0.1728463093	0.970464135	0.9449541284
783	0.1724924491	0.970464135	0.9449541284
784	0.172292636	0.970464135	0.9449541284
785	0.1722043701	0.970464135	0.9449541284
786	0.1719739897	0.970464135	0.9449541284
787	0.1719739882	0.970464135	0.9449541284
788	0.1719739866	0.970464135	0.9449541284
789	0.171912671	0.970464135	0.9449541284
790	0.1718768241	0.970464135	0.9449541284
791	0.1716895896	0.970464135	0.9449541284
792	0.1716479708	0.970464135	0.9449541284
793	0.1715120081	0.970464135	0.9449541284
794	0.1714722768	0.970464135	0.9449541284
795	0.17125732	0.970464135	0.9449541284
796	0.1711521807	0.970464135	0.9449541284
797	0.171118376	0.970464135	0.9449541284
798	0.1709969118	0.970464135	0.9449541284
799	0.1707079968	0.970464135	0.9449541284
800	0.1704474393	0.970464135	0.9449541284
801	0.1703334496	0.970464135	0.9449541284
802	0.1701887847	0.970464135	0.9449541284
803	0.1700862647	0.9746835443	0.9541284404
804	0.1700025747	0.9746835443	0.9541284404
805	0.169870715	0.9746835443	0.9541284404
806	0.1697542256	0.9746835443	0.9541284404
807	0.1694426529	0.9746835443	0.9541284404
808	0.1694033916	0.9746835443	0.9541284404
809	0.1691142053	0.9746835443	0.9541284404
810	0.1689793896	0.9746835443	0.9541284404
811	0.1689793876	0.9746835443	0.9541284404
812	0.1689346675	0.9746835443	0.9541284404
813	0.1688398098	0.9746835443	0.9541284404
814	0.1688398093	0.9746835443	0.9541284404
815	0.1688398088	0.9746835443	0.9541284404
816	0.1688017736	0.9746835443	0.9541284404
817	0.168660769	0.9746835443	0.9541284404
818	0.1685472613	0.9746835443	0.9541284404
819	0.1684627057	0.9746835443	0.9541284404
820	0.1682011732	0.9746835443	0.9541284404
821	0.1679506057	0.9746835443	0.9541284404
822	0.1677467906	0.9746835443	0.9541284404
823	0.1676518859	0.9746835443	0.9541284404
824	0.1675163434	0.9746835443	0.9541284404
825	0.1673863305	0.9746835443	0.9541284404
826	0.167288877	0.9746835443	0.9541284404
827	0.1672259364	0.9746835443	0.9541284404
828	0.1671350256	0.9746835443	0.9541284404
829	0.1669753918	0.9746835443	0.9541284404
830	0.1667925605	0.9746835443	0.9541284404
831	0.1667925585	0.9746835443	0.9541284404
832	0.1665441627	0.9746835443	0.9541284404
833	0.1665087585	0.9746835443	0.9541284404
834	0.1664676133	0.9746835443	0.9541284404
835	0.1664676128	0.9746835443	0.9541284404
836	0.1663065514	0.9746835443	0.9541284404
837	0.1661001216	0.9746835443	0.9541284404
838	0.1659108904	0.9746835443	0.9541284404
839	0.1658027673	0.9746835443	0.9541284404
840	0.1657525612	0.9746835443	0.9541284404
841	0.1656874692	0.9746835443	0.9541284404
842	0.1654700204	0.9746835443	0.9541284404
843	0.1654600007	0.9746835443	0.9541284404
844	0.1654599958	0.9746835443	0.9541284404
845	0.1652436756	0.9746835443	0.9541284404
846	0.1652204468	0.9746835443	0.9541284404
847	0.1652204446	0.9746835443	0.9541284404
848	0.1651340032	0.9746835443	0.9541284404
849	0.1649318531	0.9746835443	0.9541284404
850	0.1647617203	0.9746835443	0.9541284404
851	0.1646851808	0.9746835443	0.9541284404
852	0.1644951498	0.9746835443	0.9541284404
853	0.164372399	0.9746835443	0.9541284404
854	0.1642963501	0.9746835443	0.9541284404
855	0.1642030818	0.9746835443	0.9541284404
856	0.1640506561	0.9746835443	0.9541284404
857	0.1638854618	0.9746835443	0.9541284404
858	0.1637440307	0.9746835443	0.9541284404
859	0.1634597357	0.9746835443	0.9541284404
860	0.1633001316	0.9746835443	0.9541284404
861	0.1632196817	0.9746835443	0.9541284404
862	0.1630030398	0.9746835443	0.9541284404
863	0.1628994392	0.9746835443	0.9541284404
864	0.1628840951	0.9746835443	0.9541284404
865	0.162637149	0.9746835443	0.9541284404
866	0.1626360761	0.9746835443	0.9541284404
867	0.1625400967	0.9746835443	0.9541284404
868	0.1623719128	0.9746835443	0.9541284404
869	0.1621593999	0.9746835443	0.9541284404
870	0.1620041213	0.9746835443	0.9541284404
871	0.1617648644	0.9746835443	0.9541284404
872	0.1616921276	0.9746835443	0.9541284404
873	0.1615568964	0.9746835443	0.9541284404
874	0.1613577636	0.9746835443	0.9541284404
875	0.1611968598	0.9746835443	0.9541284404
876	0.1611547427	0.9746835443	0.9541284404
877	0.1611547425	0.9746835443	0.9541284404
878	0.1610837861	0.9746835443	0.9541284404
879	0.16108091	0.9746835443	0.9541284404
880	0.1610190504	0.9746835443	0.9541284404
881	0.1609168739	0.9746835443	0.9541284404
882	0.1608917089	0.9746835443	0.9541284404
883	0.1607358365	0.9746835443	0.9541284404
884	0.160719727	0.9746835443	0.9541284404
885	0.1607197245	0.9746835443	0.9541284404
886	0.1605074243	0.9746835443	0.9541284404
887	0.1604032043	0.9746835443	0.9541284404
888	0.1601135288	0.9746835443	0.9541284404
889	0.159923105	0.9746835443	0.9541284404
890	0.1598983894	0.9746835443	0.9541284404
891	0.1597568164	0.9746835443	0.9541284404
892	0.1597517609	0.9746835443	0.9541284404
893	0.159677547	0.9746835443	0.9541284404
894	0.1595407902	0.9746835443	0.9541284404
895	0.1593936158	0.9746835443	0.9541284404
896	0.1593935929	0.9746835443	0.9541284404
897	0.1593039138	0.9746835443	0.9541284404
898	0.1592148489	0.9746835443	0.9541284404
899	0.1591845728	0.9746835443	0.9541284404
900	0.1591439405	0.9746835443	0.9541284404
901	0.1590874186	0.9746835443	0.9541284404
902	0.1589922856	0.9789029536	0.9633027523
903	0.158788118	0.9789029536	0.9633027523
904	0.1587293083	0.9789029536	0.9633027523
905	0.1586731785	0.9789029536	0.9633027523
906	0.1586203812	0.9789029536	0.9633027523
907	0.15851781	0.9789029536	0.9633027523
908	0.1584503593	0.9789029536	0.9633027523
909	0.1582084884	0.9789029536	0.9633027523
910	0.1580148483	0.9789029536	0.9633027523
911	0.1579606155	0.9789029536	0.9633027523
912	0.1578762723	0.9789029536	0.9633027523
913	0.1578383969	0.9789029536	0.9633027523
914	0.1577646231	0.9789029536	0.9633027523
915	0.1575104602	0.9789029536	0.9633027523
916	0.157509502	0.9789029536	0.9633027523
917	0.1575094852	0.9789029536	0.9633027523
918	0.1574208973	0.9789029536	0.9633027523
919	0.1572997092	0.9789029536	0.9633027523
920	0.1572126027	0.9789029536	0.9633027523
921	0.157023032	0.9789029536	0.9633027523
922	0.1569669581	0.9789029536	0.9633027523
923	0.1568265426	0.9789029536	0.9633027523
924	0.1565811448	0.9789029536	0.9633027523
925	0.1564035914	0.9789029536	0.9633027523
926	0.1561934113	0.9789029536	0.9633027523
927	0.1559869276	0.9789029536	0.9633027523
928	0.155888875	0.9789029536	0.9633027523
929	0.1556590367	0.9789029536	0.9633027523
930	0.155550822	0.9789029536	0.9633027523
931	0.1553106217	0.9789029536	0.9633027523
932	0.1552731603	0.9789029536	0.9633027523
933	0.1551827858	0.9789029536	0.9633027523
934	0.1551534712	0.9789029536	0.9633027523
935	0.1548879311	0.9789029536	0.9633027523
936	0.1548151302	0.9789029536	0.9633027523
937	0.154815108	0.9789029536	0.9633027523
938	0.1547082958	0.9789029536	0.9633027523
939	0.1546475874	0.9789029536	0.9633027523
940	0.1544566699	0.9789029536	0.9633027523
941	0.1543470743	0.9789029536	0.9633027523
942	0.1542970648	0.9789029536	0.9633027523
943	0.1541075699	0.9789029536	0.9633027523
944	0.1541075529	0.9789029536	0.9633027523
945	0.1539342954	0.9789029536	0.9633027523
946	0.1537319256	0.9789029536	0.9633027523
947	0.1536663559	0.9789029536	0.9633027523
948	0.1535213715	0.9789029536	0.9633027523
949	0.1535088287	0.9789029536	0.9633027523
950	0.1534559331	0.9789029536	0.9633027523
951	0.1534029044	0.9789029536	0.9633027523
952	0.153246227	0.9789029536	0.9633027523
953	0.1532076611	0.9789029536	0.9633027523
954	0.1530276679	0.9789029536	0.9633027523
955	0.1530004505	0.9789029536	0.9633027523
956	0.1530004243	0.9789029536	0.9633027523
957	0.1529459642	0.9789029536	0.9633027523
958	0.1528459605	0.9789029536	0.9633027523
959	0.1526742855	0.9789029536	0.9633027523
960	0.152539326	0.9789029536	0.9633027523
961	0.1523948421	0.9789029536	0.9633027523
962	0.1523413663	0.9789029536	0.9633027523
963	0.1521673132	0.9789029536	0.9633027523
964	0.1518788066	0.9789029536	0.9633027523
965	0.1516293073	0.9789029536	0.9633027523
966	0.1514645262	0.9789029536	0.9633027523
967	0.1514342833	0.9789029536	0.9633027523
968	0.151365401	0.9789029536	0.9633027523
969	0.1513652043	0.9789029536	0.9633027523
970	0.151292775	0.9789029536	0.9633027523
971	0.151128655	0.9789029536	0.9633027523
972	0.1510981208	0.9789029536	0.9633027523
973	0.1510458195	0.9789029536	0.9633027523
974	0.1508285691	0.9789029536	0.9633027523
975	0.150630477	0.9789029536	0.9633027523
976	0.1503793084	0.9789029536	0.9633027523
977	0.1502894698	0.9789029536	0.9633027523
978	0.1501480724	0.9789029536	0.9633027523
979	0.1501047061	0.9789029536	0.9633027523
980	0.149952882	0.9789029536	0.9633027523
981	0.1497257572	0.9789029536	0.9633027523
982	0.1496404187	0.9789029536	0.9633027523
983	0.1496399862	0.9789029536	0.9633027523
984	0.1493891898	0.9789029536	0.9633027523
985	0.1493825758	0.9789029536	0.9633027523
986	0.1493705624	0.9789029536	0.9633027523
987	0.1492935709	0.9789029536	0.9633027523
988	0.1492055904	0.9789029536	0.9633027523
989	0.1490617173	0.9789029536	0.9633027523
990	0.1489823954	0.9789029536	0.9633027523
991	0.1489570245	0.9789029536	0.9633027523
992	0.1489490564	0.9789029536	0.9633027523
993	0.1488698513	0.9789029536	0.9633027523
994	0.1487217219	0.9789029536	0.9633027523
995	0.1486523585	0.9789029536	0.9633027523
996	0.1484903404	0.9789029536	0.9633027523
997	0.1484672459	0.9789029536	0.9633027523
998	0.1482934158	0.9789029536	0.9633027523
999	0.148171325	0.9789029536	0.9633027523
